
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 58392 is moved to 57902
External generator on bus 58399 is moved to 57902
External generator on bus 58405 is moved to 57902
External generator on bus 58410 is moved to 58209
External generator on bus 58411 is moved to 58209
External generator on bus 58412 is moved to 58209
External generator on bus 58413 is moved to 58209
External generator on bus 58416 is moved to 58209
External generator on bus 58417 is moved to 58209
External generator on bus 58422 is moved to 58487
External generator on bus 58423 is moved to 58487
External generator on bus 58426 is moved to 58487
External generator on bus 58430 is moved to 58487
External generator on bus 58431 is moved to 58487
External generator on bus 58432 is moved to 58487
External generator on bus 58433 is moved to 58487
External generator on bus 58434 is moved to 58487
External generator on bus 58435 is moved to 58487
External generator on bus 58439 is moved to 57902
External generator on bus 58440 is moved to 57902
External generator on bus 58445 is moved to 58487
External generator on bus 58449 is moved to 58487
External generator on bus 58458 is moved to 58487
External generator on bus 58459 is moved to 58487
External generator on bus 58464 is moved to 57902
External generator on bus 58465 is moved to 57902
External generator on bus 58466 is moved to 57902
External generator on bus 58467 is moved to 57902
External generator on bus 58468 is moved to 57902
External generator on bus 58472 is moved to 57902
External generator on bus 58479 is moved to 56531
External generator on bus 58480 is moved to 56531
External generator on bus 58481 is moved to 56531
External generator on bus 58482 is moved to 56531
External generator on bus 58495 is moved to 67747
External generator on bus 58499 is moved to 58487
External generator on bus 58506 is moved to 58209
External generator on bus 58507 is moved to 58209
External generator on bus 58508 is moved to 57902
External generator on bus 58509 is moved to 58209
External generator on bus 58513 is moved to 58209
External generator on bus 58514 is moved to 58209
External generator on bus 58515 is moved to 58209
External generator on bus 58522 is moved to 58209
External generator on bus 58523 is moved to 58209
External generator on bus 58525 is moved to 58209
External generator on bus 58526 is moved to 58209
External generator on bus 58529 is moved to 57902
External generator on bus 58530 is moved to 57902
External generator on bus 58538 is moved to 57902
External generator on bus 58539 is moved to 57902
External generator on bus 58540 is moved to 57902
External generator on bus 58541 is moved to 57902
External generator on bus 58542 is moved to 57902
External generator on bus 58545 is moved to 57199
External generator on bus 58548 is moved to 57902
External generator on bus 58549 is moved to 57902
External generator on bus 58554 is moved to 57902
External generator on bus 58560 is moved to 58209
External generator on bus 58564 is moved to 58209
External generator on bus 58571 is moved to 44168
External generator on bus 58575 is moved to 58209
External generator on bus 58583 is moved to 57902
External generator on bus 58584 is moved to 57902
External generator on bus 58585 is moved to 57902
External generator on bus 59707 is moved to 59772
External generator on bus 59714 is moved to 59713
External generator on bus 59715 is moved to 59713
External generator on bus 59721 is moved to 59713
External generator on bus 59725 is moved to 59772
External generator on bus 59726 is moved to 59772
External generator on bus 59728 is moved to 59772
External generator on bus 59729 is moved to 59772
External generator on bus 59730 is moved to 59772
External generator on bus 59731 is moved to 59772
External generator on bus 59735 is moved to 59772
External generator on bus 59736 is moved to 59772
External generator on bus 59739 is moved to 32082
External generator on bus 59742 is moved to 59779
External generator on bus 59748 is moved to 59779
External generator on bus 59749 is moved to 59779
External generator on bus 59750 is moved to 59779
External generator on bus 59754 is moved to 59713
External generator on bus 59757 is moved to 59713
External generator on bus 59764 is moved to 61249
External generator on bus 59773 is moved to 59772
External generator on bus 59780 is moved to 59779
External generator on bus 59784 is moved to 59779
External generator on bus 59787 is moved to 59779
External generator on bus 59788 is moved to 59779
External generator on bus 59792 is moved to 59713
External generator on bus 59794 is moved to 59620
External generator on bus 59796 is moved to 59772
External generator on bus 59797 is moved to 59772
External generator on bus 59803 is moved to 59713
External generator on bus 59804 is moved to 59713
External generator on bus 59813 is moved to 63257
External generator on bus 59820 is moved to 59819
External generator on bus 59821 is moved to 59819
External generator on bus 59822 is moved to 59819
External generator on bus 59823 is moved to 59819
External generator on bus 59824 is moved to 59819
External generator on bus 59825 is moved to 59819
External generator on bus 59835 is moved to 59772
External generator on bus 59836 is moved to 59772
External generator on bus 59837 is moved to 59772
External generator on bus 59843 is moved to 59779
External generator on bus 59844 is moved to 59779
External generator on bus 59847 is moved to 59713
External generator on bus 59848 is moved to 59713
External generator on bus 59853 is moved to 59620
External generator on bus 59857 is moved to 59713
External generator on bus 59863 is moved to 59779
External generator on bus 59864 is moved to 59779
External generator on bus 59865 is moved to 59779
External generator on bus 59866 is moved to 59779
External generator on bus 59867 is moved to 59779
External generator on bus 59868 is moved to 59779
External generator on bus 59871 is moved to 59779
External generator on bus 59876 is moved to 59713
External generator on bus 59879 is moved to 59772
External generator on bus 59880 is moved to 59772
External generator on bus 59881 is moved to 59772
External generator on bus 59885 is moved to 59713
External generator on bus 59886 is moved to 59713
External generator on bus 59887 is moved to 59713
External generator on bus 59890 is moved to 59713
External generator on bus 59894 is moved to 59779
External generator on bus 59895 is moved to 59779
External generator on bus 59902 is moved to 59772
External generator on bus 59908 is moved to 59713
External generator on bus 59909 is moved to 59713
External generator on bus 59910 is moved to 59713
External generator on bus 59913 is moved to 32082
External generator on bus 59914 is moved to 32082
External generator on bus 59918 is moved to 59772
External generator on bus 59920 is moved to 59772
External generator on bus 59921 is moved to 59772
External generator on bus 59923 is moved to 59772
External generator on bus 59924 is moved to 59772
External generator on bus 59929 is moved to 59713
External generator on bus 59935 is moved to 59934
External generator on bus 59938 is moved to 59779
External generator on bus 59939 is moved to 59779
External generator on bus 59940 is moved to 59779
External generator on bus 59942 is moved to 59779
External generator on bus 59943 is moved to 59779
External generator on bus 60897 is moved to 61194
External generator on bus 60900 is moved to 60577
External generator on bus 60901 is moved to 60577
External generator on bus 60902 is moved to 60577
External generator on bus 60903 is moved to 60577
External generator on bus 60907 is moved to 60267
External generator on bus 60908 is moved to 60267
External generator on bus 60914 is moved to 60913
External generator on bus 60915 is moved to 60913
External generator on bus 60916 is moved to 60913
External generator on bus 60917 is moved to 60913
External generator on bus 60918 is moved to 60913
External generator on bus 60922 is moved to 61194
External generator on bus 60925 is moved to 61572
External generator on bus 60926 is moved to 61572
External generator on bus 60927 is moved to 61572
External generator on bus 60931 is moved to 60262
External generator on bus 60935 is moved to 61113
External generator on bus 60936 is moved to 61113
External generator on bus 60940 is moved to 60472
External generator on bus 60941 is moved to 60472
External generator on bus 60942 is moved to 60472
External generator on bus 60946 is moved to 60262
External generator on bus 60947 is moved to 60262
External generator on bus 60949 is moved to 60262
External generator on bus 60953 is moved to 60410
External generator on bus 60954 is moved to 60410
External generator on bus 60955 is moved to 60410
External generator on bus 60962 is moved to 60577
External generator on bus 60963 is moved to 60577
External generator on bus 60964 is moved to 60577
External generator on bus 60968 is moved to 60410
External generator on bus 60969 is moved to 60410
External generator on bus 60970 is moved to 60410
External generator on bus 60971 is moved to 60410
External generator on bus 60977 is moved to 60976
External generator on bus 60978 is moved to 60976
External generator on bus 60982 is moved to 60776
External generator on bus 60983 is moved to 60776
External generator on bus 60987 is moved to 60577
External generator on bus 60990 is moved to 60262
External generator on bus 60993 is moved to 60262
External generator on bus 60994 is moved to 60262
External generator on bus 60999 is moved to 61194
External generator on bus 61000 is moved to 61194
External generator on bus 61001 is moved to 61194
External generator on bus 61002 is moved to 61194
External generator on bus 61003 is moved to 61194
External generator on bus 61004 is moved to 61194
External generator on bus 61009 is moved to 61113
External generator on bus 61010 is moved to 61113
External generator on bus 61015 is moved to 60262
External generator on bus 61016 is moved to 60262
External generator on bus 61019 is moved to 61572
External generator on bus 61029 is moved to 60976
External generator on bus 61030 is moved to 60976
External generator on bus 61031 is moved to 60976
External generator on bus 61032 is moved to 60267
External generator on bus 61033 is moved to 60267
External generator on bus 61034 is moved to 60976
External generator on bus 61037 is moved to 60262
External generator on bus 61044 is moved to 61113
External generator on bus 61046 is moved to 60428
External generator on bus 61047 is moved to 60428
External generator on bus 61048 is moved to 60428
External generator on bus 61052 is moved to 61113
External generator on bus 61056 is moved to 60976
External generator on bus 61060 is moved to 60262
External generator on bus 61061 is moved to 60262
External generator on bus 61065 is moved to 60262
External generator on bus 61068 is moved to 61572
External generator on bus 61072 is moved to 60262
External generator on bus 61073 is moved to 60262
External generator on bus 61074 is moved to 60262
External generator on bus 61080 is moved to 60577
External generator on bus 61081 is moved to 60577
External generator on bus 61086 is moved to 60262
External generator on bus 61087 is moved to 60262
External generator on bus 61088 is moved to 60262
External generator on bus 61091 is moved to 60976
External generator on bus 61092 is moved to 60976
External generator on bus 61097 is moved to 60262
External generator on bus 61098 is moved to 60262
External generator on bus 61105 is moved to 61113
External generator on bus 61106 is moved to 61113
External generator on bus 61116 is moved to 60262
External generator on bus 61118 is moved to 60428
External generator on bus 61121 is moved to 61113
External generator on bus 61125 is moved to 60472
External generator on bus 61126 is moved to 60472
External generator on bus 61130 is moved to 60577
External generator on bus 61131 is moved to 60577
External generator on bus 61138 is moved to 60577
External generator on bus 61139 is moved to 60577
External generator on bus 61140 is moved to 60577
External generator on bus 61141 is moved to 60577
External generator on bus 61146 is moved to 60976
External generator on bus 61147 is moved to 60976
External generator on bus 61150 is moved to 60001
External generator on bus 61154 is moved to 61572
External generator on bus 61159 is moved to 61113
External generator on bus 61163 is moved to 61572
External generator on bus 61164 is moved to 61572
External generator on bus 61167 is moved to 60262
External generator on bus 61178 is moved to 60262
External generator on bus 61179 is moved to 60262
External generator on bus 61182 is moved to 61572
External generator on bus 61184 is moved to 61572
External generator on bus 61186 is moved to 61113
External generator on bus 61188 is moved to 60428
External generator on bus 61190 is moved to 60267
External generator on bus 61195 is moved to 61194
External generator on bus 61196 is moved to 61194
External generator on bus 61199 is moved to 61194
External generator on bus 61202 is moved to 61194
External generator on bus 61210 is moved to 60262
External generator on bus 61211 is moved to 60262
External generator on bus 61212 is moved to 61209
External generator on bus 61213 is moved to 60262
External generator on bus 61216 is moved to 60001
External generator on bus 61218 is moved to 60577
External generator on bus 61219 is moved to 60577
External generator on bus 61225 is moved to 61113
External generator on bus 61226 is moved to 61113
External generator on bus 61227 is moved to 61113
External generator on bus 61232 is moved to 60913
External generator on bus 61233 is moved to 60913
External generator on bus 61234 is moved to 60913
External generator on bus 61235 is moved to 60913
External generator on bus 61238 is moved to 60577
External generator on bus 61242 is moved to 60913
External generator on bus 61243 is moved to 60913
External generator on bus 61244 is moved to 60913
External generator on bus 61245 is moved to 60913
External generator on bus 61246 is moved to 60913
External generator on bus 61505 is moved to 61581
External generator on bus 61508 is moved to 61581
External generator on bus 61509 is moved to 61581
External generator on bus 61513 is moved to 61581
External generator on bus 61516 is moved to 61581
External generator on bus 61522 is moved to 61581
External generator on bus 61524 is moved to 59985
External generator on bus 61528 is moved to 61581
External generator on bus 61529 is moved to 61581
External generator on bus 61530 is moved to 61581
External generator on bus 61531 is moved to 61581
External generator on bus 61538 is moved to 61572
External generator on bus 61541 is moved to 61581
External generator on bus 61543 is moved to 61581
External generator on bus 61545 is moved to 61581
External generator on bus 61552 is moved to 61551
External generator on bus 61553 is moved to 61551
External generator on bus 61557 is moved to 61572
External generator on bus 61558 is moved to 61572
External generator on bus 61559 is moved to 61572
External generator on bus 61560 is moved to 61572
External generator on bus 61563 is moved to 61581
External generator on bus 61566 is moved to 61581
External generator on bus 61567 is moved to 61581
External generator on bus 61573 is moved to 61572
External generator on bus 61574 is moved to 61572
External generator on bus 61582 is moved to 61581
External generator on bus 61583 is moved to 61581
External generator on bus 61584 is moved to 61581
External generator on bus 61585 is moved to 61581
External generator on bus 61592 is moved to 61551
External generator on bus 61593 is moved to 61551
External generator on bus 61594 is moved to 61551
External generator on bus 61597 is moved to 61581
External generator on bus 61600 is moved to 61581
External generator on bus 61603 is moved to 61581
External generator on bus 61606 is moved to 61551
External generator on bus 61609 is moved to 61581
External generator on bus 61610 is moved to 61581
External generator on bus 61615 is moved to 61581
External generator on bus 61616 is moved to 61581
External generator on bus 61617 is moved to 61581
External generator on bus 61622 is moved to 61572
External generator on bus 61623 is moved to 61572
External generator on bus 61624 is moved to 61572
External generator on bus 61632 is moved to 61631
External generator on bus 61633 is moved to 61631
External generator on bus 61634 is moved to 61631
External generator on bus 61635 is moved to 61631
External generator on bus 61636 is moved to 61631
External generator on bus 61640 is moved to 61572
External generator on bus 61641 is moved to 61572
External generator on bus 61642 is moved to 61572
External generator on bus 61645 is moved to 61581
External generator on bus 61646 is moved to 61581
External generator on bus 61812 is moved to 62202
External generator on bus 61814 is moved to 61992
External generator on bus 61817 is moved to 61992
External generator on bus 61823 is moved to 63522
External generator on bus 61824 is moved to 63522
External generator on bus 61825 is moved to 63522
External generator on bus 61826 is moved to 63522
External generator on bus 61829 is moved to 61657
External generator on bus 61831 is moved to 61992
External generator on bus 61833 is moved to 61992
External generator on bus 61834 is moved to 61992
External generator on bus 61837 is moved to 61657
External generator on bus 61838 is moved to 61657
External generator on bus 61839 is moved to 61657
External generator on bus 61845 is moved to 61916
External generator on bus 61846 is moved to 61916
External generator on bus 61847 is moved to 61916
External generator on bus 61848 is moved to 61916
External generator on bus 61856 is moved to 63522
External generator on bus 61857 is moved to 63522
External generator on bus 61864 is moved to 61992
External generator on bus 61865 is moved to 61992
External generator on bus 61866 is moved to 61992
External generator on bus 61867 is moved to 61992
External generator on bus 61874 is moved to 61657
External generator on bus 61875 is moved to 61657
External generator on bus 61876 is moved to 61657
External generator on bus 61880 is moved to 62202
External generator on bus 61881 is moved to 62202
External generator on bus 61884 is moved to 61992
External generator on bus 61886 is moved to 63522
External generator on bus 61887 is moved to 61992
External generator on bus 61891 is moved to 61992
External generator on bus 61897 is moved to 62202
External generator on bus 61898 is moved to 62202
External generator on bus 61899 is moved to 62202
External generator on bus 61905 is moved to 61992
External generator on bus 61906 is moved to 63522
External generator on bus 61907 is moved to 63522
External generator on bus 61911 is moved to 61992
External generator on bus 61912 is moved to 61992
External generator on bus 61913 is moved to 61992
External generator on bus 61974 is moved to 61992
External generator on bus 61978 is moved to 61992
External generator on bus 61979 is moved to 61992
External generator on bus 61980 is moved to 61992
External generator on bus 61983 is moved to 61992
External generator on bus 61987 is moved to 61916
External generator on bus 61993 is moved to 61992
External generator on bus 61994 is moved to 61992
External generator on bus 61999 is moved to 61992
External generator on bus 62000 is moved to 61992
External generator on bus 62003 is moved to 61916
External generator on bus 62004 is moved to 61916
External generator on bus 62008 is moved to 61992
External generator on bus 62009 is moved to 61992
External generator on bus 62012 is moved to 61992
External generator on bus 62015 is moved to 61992
External generator on bus 63137 is moved to 63324
External generator on bus 63140 is moved to 63522
External generator on bus 63141 is moved to 63522
External generator on bus 63146 is moved to 63522
External generator on bus 63150 is moved to 62834
External generator on bus 63151 is moved to 62834
External generator on bus 63153 is moved to 62834
External generator on bus 63154 is moved to 62834
External generator on bus 63155 is moved to 62834
External generator on bus 63156 is moved to 62834
External generator on bus 63157 is moved to 62834
External generator on bus 63162 is moved to 63324
External generator on bus 63163 is moved to 63324
External generator on bus 63170 is moved to 63522
External generator on bus 63174 is moved to 62202
External generator on bus 63175 is moved to 62202
External generator on bus 63180 is moved to 63324
External generator on bus 63181 is moved to 63324
External generator on bus 63182 is moved to 63324
External generator on bus 63183 is moved to 63324
External generator on bus 63184 is moved to 63324
External generator on bus 63185 is moved to 63324
External generator on bus 63190 is moved to 63522
External generator on bus 63195 is moved to 63522
External generator on bus 63199 is moved to 63267
External generator on bus 63200 is moved to 63267
External generator on bus 63201 is moved to 63267
External generator on bus 63202 is moved to 63267
External generator on bus 63203 is moved to 63267
External generator on bus 63204 is moved to 63267
External generator on bus 63213 is moved to 63522
External generator on bus 63220 is moved to 63219
External generator on bus 63221 is moved to 63219
External generator on bus 63225 is moved to 63522
External generator on bus 63226 is moved to 63522
External generator on bus 63228 is moved to 63522
External generator on bus 63229 is moved to 63522
External generator on bus 63234 is moved to 63522
External generator on bus 63235 is moved to 63522
External generator on bus 63236 is moved to 63522
External generator on bus 63243 is moved to 63219
External generator on bus 63244 is moved to 63219
External generator on bus 63245 is moved to 63219
External generator on bus 63249 is moved to 63219
External generator on bus 63258 is moved to 63257
External generator on bus 63259 is moved to 63257
External generator on bus 63262 is moved to 63324
External generator on bus 63263 is moved to 63324
External generator on bus 63268 is moved to 63267
External generator on bus 63271 is moved to 63522
External generator on bus 63273 is moved to 63522
External generator on bus 63274 is moved to 63522
External generator on bus 63275 is moved to 63522
External generator on bus 63280 is moved to 59620
External generator on bus 63281 is moved to 59620
External generator on bus 63282 is moved to 59620
External generator on bus 63285 is moved to 63522
External generator on bus 63288 is moved to 63522
External generator on bus 63290 is moved to 63219
External generator on bus 63291 is moved to 63219
External generator on bus 63292 is moved to 63219
External generator on bus 63300 is moved to 62834
External generator on bus 63306 is moved to 57902
External generator on bus 63307 is moved to 57902
External generator on bus 63308 is moved to 57902
External generator on bus 63309 is moved to 57902
External generator on bus 63313 is moved to 63324
External generator on bus 63314 is moved to 63324
External generator on bus 63316 is moved to 63324
External generator on bus 63317 is moved to 63324
External generator on bus 63325 is moved to 63324
External generator on bus 63326 is moved to 63324
External generator on bus 63329 is moved to 63522
External generator on bus 63330 is moved to 63522
External generator on bus 63338 is moved to 63324
External generator on bus 63343 is moved to 62202
External generator on bus 63347 is moved to 62834
External generator on bus 63349 is moved to 63522
External generator on bus 63353 is moved to 63522
External generator on bus 63354 is moved to 63522
External generator on bus 63358 is moved to 62834
External generator on bus 63359 is moved to 62834
External generator on bus 63360 is moved to 62834
External generator on bus 63361 is moved to 62834
External generator on bus 63365 is moved to 63219
External generator on bus 63366 is moved to 63219
External generator on bus 63368 is moved to 63219
External generator on bus 63369 is moved to 63219
External generator on bus 63370 is moved to 63219
External generator on bus 63376 is moved to 63403
External generator on bus 63377 is moved to 63403
External generator on bus 63378 is moved to 63403
External generator on bus 63379 is moved to 63403
External generator on bus 63380 is moved to 63403
External generator on bus 63381 is moved to 63403
External generator on bus 63384 is moved to 62834
External generator on bus 63388 is moved to 63324
External generator on bus 63389 is moved to 63324
External generator on bus 63391 is moved to 63504
External generator on bus 63396 is moved to 63219
External generator on bus 63404 is moved to 63403
External generator on bus 63408 is moved to 63522
External generator on bus 63411 is moved to 63522
External generator on bus 63415 is moved to 62202
External generator on bus 63417 is moved to 63504
External generator on bus 63422 is moved to 63522
External generator on bus 63429 is moved to 63522
External generator on bus 63430 is moved to 63522
External generator on bus 63431 is moved to 63522
External generator on bus 63432 is moved to 63522
External generator on bus 63433 is moved to 63522
External generator on bus 63434 is moved to 63522
External generator on bus 63435 is moved to 63522
External generator on bus 63439 is moved to 63267
External generator on bus 63440 is moved to 63267
External generator on bus 63445 is moved to 62834
External generator on bus 63452 is moved to 63522
External generator on bus 63453 is moved to 63522
External generator on bus 63456 is moved to 61249
External generator on bus 63460 is moved to 63219
External generator on bus 63465 is moved to 63267
External generator on bus 63468 is moved to 63324
External generator on bus 63469 is moved to 63324
External generator on bus 63475 is moved to 63522
External generator on bus 63476 is moved to 63522
External generator on bus 63485 is moved to 63324
External generator on bus 63486 is moved to 63324
External generator on bus 63490 is moved to 63267
External generator on bus 63494 is moved to 63219
External generator on bus 63498 is moved to 63257
External generator on bus 63505 is moved to 63504
External generator on bus 63506 is moved to 63504
External generator on bus 63507 is moved to 63504
External generator on bus 63508 is moved to 63504
External generator on bus 63509 is moved to 63504
External generator on bus 63513 is moved to 63522
External generator on bus 63516 is moved to 63522
External generator on bus 63523 is moved to 63522
External generator on bus 63524 is moved to 63522
External generator on bus 63525 is moved to 63522
External generator on bus 63526 is moved to 63522
External generator on bus 63527 is moved to 63522
External generator on bus 63533 is moved to 63403
External generator on bus 63534 is moved to 63403
External generator on bus 63535 is moved to 63403
External generator on bus 63536 is moved to 63403
External generator on bus 63537 is moved to 63403
External generator on bus 63538 is moved to 63403
External generator on bus 63543 is moved to 63522
External generator on bus 63546 is moved to 62464
External generator on bus 63551 is moved to 63522
External generator on bus 63556 is moved to 63522
External generator on bus 63560 is moved to 63219
External generator on bus 63561 is moved to 63219
External generator on bus 63566 is moved to 63522
External generator on bus 63567 is moved to 63522
External generator on bus 63568 is moved to 63522
External generator on bus 63572 is moved to 63219
External generator on bus 63575 is moved to 63522
External generator on bus 63580 is moved to 57902
External generator on bus 63581 is moved to 57902
External generator on bus 63583 is moved to 57902
External generator on bus 63584 is moved to 57902
External generator on bus 63585 is moved to 57902
External generator on bus 63590 is moved to 63522
External generator on bus 63594 is moved to 62834
External generator on bus 63595 is moved to 62834
External generator on bus 63604 is moved to 59779
External generator on bus 63605 is moved to 59779
External generator on bus 65231 is moved to 63522
External generator on bus 65234 is moved to 67702
External generator on bus 65236 is moved to 63522
External generator on bus 65240 is moved to 67702
External generator on bus 65241 is moved to 67702
External generator on bus 65242 is moved to 67702
External generator on bus 65243 is moved to 67702
External generator on bus 65247 is moved to 63522
External generator on bus 65255 is moved to 58209
External generator on bus 65259 is moved to 65466
External generator on bus 65260 is moved to 65466
External generator on bus 65261 is moved to 65466
External generator on bus 65266 is moved to 65466
External generator on bus 65268 is moved to 63522
External generator on bus 65271 is moved to 58209
External generator on bus 65276 is moved to 67702
External generator on bus 65277 is moved to 67702
External generator on bus 65278 is moved to 67702
External generator on bus 65279 is moved to 67702
External generator on bus 65283 is moved to 65466
External generator on bus 65284 is moved to 65466
External generator on bus 65285 is moved to 65466
External generator on bus 65289 is moved to 67747
External generator on bus 65290 is moved to 67747
External generator on bus 65291 is moved to 67747
External generator on bus 65292 is moved to 67747
External generator on bus 65296 is moved to 67702
External generator on bus 65301 is moved to 63522
External generator on bus 65306 is moved to 65466
External generator on bus 65307 is moved to 65466
External generator on bus 65309 is moved to 58209
External generator on bus 65310 is moved to 58209
External generator on bus 65314 is moved to 67702
External generator on bus 65318 is moved to 63522
External generator on bus 65319 is moved to 63522
External generator on bus 65322 is moved to 58487
External generator on bus 65328 is moved to 67702
External generator on bus 65332 is moved to 62202
External generator on bus 65336 is moved to 67702
External generator on bus 65340 is moved to 58209
External generator on bus 65343 is moved to 67702
External generator on bus 65346 is moved to 67702
External generator on bus 65347 is moved to 67702
External generator on bus 65352 is moved to 57902
External generator on bus 65355 is moved to 57902
External generator on bus 65356 is moved to 57902
External generator on bus 65365 is moved to 63522
External generator on bus 65368 is moved to 63522
External generator on bus 65371 is moved to 58487
External generator on bus 65373 is moved to 62202
External generator on bus 65376 is moved to 58209
External generator on bus 65377 is moved to 58209
External generator on bus 65378 is moved to 58209
External generator on bus 65384 is moved to 67702
External generator on bus 65385 is moved to 67702
External generator on bus 65386 is moved to 67702
External generator on bus 65387 is moved to 67702
External generator on bus 65390 is moved to 67702
External generator on bus 65393 is moved to 63522
External generator on bus 65395 is moved to 54000
External generator on bus 65396 is moved to 54000
External generator on bus 65401 is moved to 63522
External generator on bus 65405 is moved to 54000
External generator on bus 65408 is moved to 67702
External generator on bus 65409 is moved to 67702
External generator on bus 65411 is moved to 67702
External generator on bus 65414 is moved to 62202
External generator on bus 65415 is moved to 62202
External generator on bus 65416 is moved to 62202
External generator on bus 65417 is moved to 62202
External generator on bus 65424 is moved to 62202
External generator on bus 65429 is moved to 62202
External generator on bus 65436 is moved to 63522
External generator on bus 65437 is moved to 63522
External generator on bus 65441 is moved to 58209
External generator on bus 65449 is moved to 54000
External generator on bus 65454 is moved to 58487
External generator on bus 65455 is moved to 58487
External generator on bus 65459 is moved to 63522
External generator on bus 65460 is moved to 63522
External generator on bus 65467 is moved to 65466
External generator on bus 65468 is moved to 65466
External generator on bus 65473 is moved to 57902
External generator on bus 65474 is moved to 57902
External generator on bus 65476 is moved to 58209
External generator on bus 65477 is moved to 58209
External generator on bus 65480 is moved to 58209
External generator on bus 65482 is moved to 67747
External generator on bus 65489 is moved to 54000
External generator on bus 65490 is moved to 54000
External generator on bus 65491 is moved to 54000
External generator on bus 65495 is moved to 58209
External generator on bus 65496 is moved to 58209
External generator on bus 65498 is moved to 58209
External generator on bus 65502 is moved to 54000
External generator on bus 65503 is moved to 54000
External generator on bus 65506 is moved to 67702
External generator on bus 65517 is moved to 67702
External generator on bus 65518 is moved to 67702
External generator on bus 65521 is moved to 65466
External generator on bus 65523 is moved to 63522
External generator on bus 65525 is moved to 63522
External generator on bus 65530 is moved to 54000
External generator on bus 65531 is moved to 54000
External generator on bus 65534 is moved to 54000
External generator on bus 65537 is moved to 63522
External generator on bus 65545 is moved to 58209
External generator on bus 65546 is moved to 58209
External generator on bus 65549 is moved to 67702
External generator on bus 65555 is moved to 58209
External generator on bus 65558 is moved to 63522
External generator on bus 65559 is moved to 63522
External generator on bus 65564 is moved to 58209
External generator on bus 65565 is moved to 58209
External generator on bus 65571 is moved to 54000
External generator on bus 65577 is moved to 65466
External generator on bus 65578 is moved to 65466
External generator on bus 65583 is moved to 67702
External generator on bus 65586 is moved to 67747
External generator on bus 65588 is moved to 67747
External generator on bus 65589 is moved to 67747
External generator on bus 65590 is moved to 67747
External generator on bus 65596 is moved to 57902
External generator on bus 65597 is moved to 57902
External generator on bus 65601 is moved to 63522
External generator on bus 65602 is moved to 63522
External generator on bus 65609 is moved to 63522
External generator on bus 65612 is moved to 67702
External generator on bus 65613 is moved to 67702
External generator on bus 65614 is moved to 67702
External generator on bus 65619 is moved to 63522
External generator on bus 65620 is moved to 63522
External generator on bus 65621 is moved to 63522
External generator on bus 65624 is moved to 63522
External generator on bus 65625 is moved to 63522
External generator on bus 65628 is moved to 63522
External generator on bus 65636 is moved to 58209
External generator on bus 65642 is moved to 65466
External generator on bus 65643 is moved to 65466
External generator on bus 65644 is moved to 65466
External generator on bus 65645 is moved to 65466
External generator on bus 65646 is moved to 65466
External generator on bus 65647 is moved to 65466
External generator on bus 65652 is moved to 63522
External generator on bus 65655 is moved to 62202
External generator on bus 65662 is moved to 54000
External generator on bus 65663 is moved to 54000
External generator on bus 65664 is moved to 54000
External generator on bus 65669 is moved to 67702
External generator on bus 65670 is moved to 67702
External generator on bus 65671 is moved to 67702
External generator on bus 65674 is moved to 63522
External generator on bus 65675 is moved to 63522
External generator on bus 65676 is moved to 63522
External generator on bus 65682 is moved to 67702
External generator on bus 65683 is moved to 67702
External generator on bus 65689 is moved to 54000
External generator on bus 65690 is moved to 54000
External generator on bus 65691 is moved to 54000
External generator on bus 65697 is moved to 67702
External generator on bus 65705 is moved to 58209
External generator on bus 65706 is moved to 58209
External generator on bus 65707 is moved to 58209
External generator on bus 65713 is moved to 58209
External generator on bus 65714 is moved to 58209
External generator on bus 65715 is moved to 58209
External generator on bus 65716 is moved to 58209
External generator on bus 65719 is moved to 63522
External generator on bus 65720 is moved to 63522
External generator on bus 65724 is moved to 62202
External generator on bus 65728 is moved to 58209
External generator on bus 65729 is moved to 58209
External generator on bus 65730 is moved to 58209
External generator on bus 65735 is moved to 58487
External generator on bus 65740 is moved to 54000
External generator on bus 65741 is moved to 54000
External generator on bus 65743 is moved to 54000
External generator on bus 65744 is moved to 54000
External generator on bus 65745 is moved to 54000
External generator on bus 65751 is moved to 54000
External generator on bus 65752 is moved to 54000
External generator on bus 65755 is moved to 54000
External generator on bus 65756 is moved to 54000
External generator on bus 65761 is moved to 65466
External generator on bus 65767 is moved to 58487
External generator on bus 65768 is moved to 58487
External generator on bus 65775 is moved to 57902
External generator on bus 65780 is moved to 58209
External generator on bus 65781 is moved to 58209
External generator on bus 65782 is moved to 58209
External generator on bus 65786 is moved to 54000
External generator on bus 65788 is moved to 67702
External generator on bus 65789 is moved to 67702
External generator on bus 65795 is moved to 67702
External generator on bus 65799 is moved to 67702
External generator on bus 65800 is moved to 67702
External generator on bus 65801 is moved to 67702
External generator on bus 65805 is moved to 62202
External generator on bus 65806 is moved to 62202
External generator on bus 65807 is moved to 62202
External generator on bus 65810 is moved to 62202
External generator on bus 65814 is moved to 67702
External generator on bus 65815 is moved to 67702
External generator on bus 65816 is moved to 67702
External generator on bus 65817 is moved to 67702
External generator on bus 65822 is moved to 63522
External generator on bus 65823 is moved to 63522
